"code","description_nl","name_en","name"
"64320","Activiteiten van trust-, vastgoed- en agentuurrekeningen",Other financial services,Financial services
"64910",Financiële lease,Other financial services,Financial services
"64921",Verstrekken van verbruikskrediet,Banking & equity management,Financial services
"64922",Verstrekken van hypothecair krediet,Banking & equity management,Financial services
"64923",Factoring,Other financial services,Financial services
"64924",Titrisatie van leningen,Other financial services,Financial services
"64929","Overige kredietvertsrekking, n.e.g.",Banking & equity management,Financial services
"64991",Activiteiten van beursvennootschappen,Other financial services,Financial services
"64999","Overige financiële dienstverlening, n.e.g.",Other financial services,Financial services
"65111",Rechtstreekse verzekeringsverrichtingen leven,Insurances,Financial services
"65112","Activiteiten van gemengde verzekeringsondernemingen, overwegend leven",Insurances,Financial services
"65121",Rechtstreekse verzekeringsverrichtingen niet-leven,Insurances,Financial services
"65122","Activiteiten van gemengde verzekeringsondernemingen, overwegend niet-leven",Insurances,Financial services
"65200",Herverzekering,Insurances,Financial services
"65300",Activiteiten van pensioenfondsen,Insurances,Financial services
"66110",Beheer van financiële markten,Other financial services,Financial services
"66121",Crowdfunding,Other financial services,Financial services
"66129","Overige bemiddeling in effecten- en goederencontracten, m.u.v. crowdfunding",Other financial services,Financial services
"66191",Agenten en makelaars in bankdiensten,Banking & equity management,Financial services
"66199","Overige ondersteunende activiteiten in verband met financiële diensten, n.e.g., exclusief verzekeringen en pensioenfondsen",Other financial services,Financial services
"66210",Activiteiten van risicoanalisten en schadetaxateurs,Other financial services,Financial services
"66220",Activiteiten van verzekeringsagenten en -makelaars,Insurances,Financial services
"66290","Ondersteunende activiteiten in verband met verzekeringen en pensioenfondsen, n.e.g.",Insurances,Financial services
"66300",Vermogensbeheer,Banking & equity management,Financial services
"68110",Handel in eigen onroerend goed,Real estate project development,Real estate
"68121",Ontwikkeling van residentiële bouwprojecten,Project Development,Construction
"68122",Ontwikkeling van niet-residentiële bouwprojecten,Project Development,Construction
"68201","Verhuur en exploitatie van eigen of geleased residentieel onroerend goed, exclusief sociale woningen",Rental of residential properties,Real estate
"68202",Verhuur en exploitatie van sociale woningen,Rental of residential properties,Real estate
"68203","Verhuur en exploitatie van eigen of geleased niet-residentieel onroerend goed, exclusief terreinen",Rental of non-residential properties,Real estate
"68204",Verhuur en exploitatie van terreinen,Rental of non-residential properties,Real estate
"68310",Bemiddeling in verband met exploitatie van en handel in onroerend goed,Trade and valuation of real estate,Real estate
"68321",Activiteiten van syndici van onroerend goed,Property management,Property management
"68322",Schatten en evalueren van onroerend goed voor een vast bedrag of op contractbasis,Trade and valuation of real estate,Real estate
"68329","Overige bemiddeling in en beheer van onroerend goed voor een vast bedrag of op contractbasis, n.e.g.",Property management,Property management
"69101",Activiteiten van advocaten,Lawyers,Legal Services
"69102",Activiteiten van notarissen,Notaries,Legal Services
"69103",Activiteiten van deurwaarders,Bailiffs,Legal Services
"69109",Overige rechtskundige dienstverlening,Other legal services,Legal Services
"69201",Activiteiten van (gecertificeerde) (fiscaal) accountants,Accountancy & tax,Financial services
"69202",Activiteiten van gecertificeerde belastingadviseurs,Accountancy & tax,Financial services
"69203",Activiteiten van bedrijfsrevisoren,Auditing & compliance,Financial services
"69209",Overige fiscale dienstverlening,Accountancy & tax,Financial services
"70100",Activiteiten van hoofdkantoren,Holdings,Other
"70200",Activiteiten van adviesbureaus op het gebied van bedrijfsvoering en overig managementadvies,Business Consulting Services,Business services
"71111",Activiteiten van bouwarchitecten,Architecture & engineering services,Construction
"71112",Activiteiten van interieurarchitecten,Interior design,Construction
"71113",Activiteiten van stedebouwkundige en tuin- en landschapsarchitecten,Landscaping design,Landscaping
"71119","Overige activiteiten op het gebied van architectuur, n.e.g.",Architecture & engineering services,Construction
"71121","Activiteiten van ingenieurs en aanverwante technische adviseurs, exclusief landmeters-experts",Architecture & engineering services,Construction
"71122",Activiteiten van landmeters-experts,Architecture & engineering services,Construction
"71201",Technische controle van motorvoertuigen,Other automotive,Automotive
"71209",Overige technische testen en toetsen,Architecture & engineering services,Construction
"80090","Beveiligingsactiviteiten, n.e.g.",Physical security services,Property management
"72101",Speur- en ontwikkelingswerk op biotechnologisch gebied,Biotech,Reseach & development
"72109",Overig speur- en ontwikkelingswerk op natuurwetenschappelijk gebied,Environmental science,Reseach & development
"72200",Speur- en ontwikkelingswerk op het gebied van de maatschappij- en geesteswetenschappen,Other R&D domains,Reseach & development
"73110",Activiteiten van reclamebureaus,Marketing consultancy,Marketing
"73120",Mediarepresentatie,Translation & communication services,Business services
"73200",Markt- en opinieonderzoek,Market research,Marketing
"73300",Activiteiten van adviesbureaus op het gebied van public relations en communicatie,Marketing consultancy,Marketing
"74111","Ontwerpen van textielpatronen, kleding, juwelen, meubels en decoratieartikelen",Other textile,Textile
"74112",Activiteiten van industriële designers,Design services,Business services
"74120",Grafisch ontwerp en visuele communicatie,Graphical design,Marketing
"74130",Interieurontwerp,Interior design,Construction
"74140",Overige gespecialiseerde ontwerpactiviteiten,Interior design,Construction
"74201","Activiteiten van fotografen, met uitzondering van persfotografen",Photography,Arts & events
"74202",Activiteiten van persfotografen,Newspapers & magazines,Media
"74209",Overige fotografische activiteiten,Photography,Arts & events
"74301",Activiteiten van vertalers,Translation & communication services,Business services
"74302",Activiteiten van tolken,Translation & communication services,Business services
"74910",Bemiddeling in en het in de handel brengen van octrooien,Engineering services,Business services
"74991","Activiteiten van managers van artiesten, sportlui en overige bekende personaliteiten",Event management & services,Arts & events
"74999","Overige activiteiten van vrije beroepen en andere wetenschappelijke en technische activiteiten, n.e.g.",Engineering services,Business services
"75000",Veterinaire diensten,Veterinaries,Animal care
"77110",Verhuur en lease van personenauto’s en andere lichte motorvoertuigen,Vehicle rental & leasing,Automotive
"77120",Verhuur en lease van vrachtwagens,Vehicle rental & leasing,Automotive
"77210",Verhuur en lease van sport- en recreatieartikelen,"Production, retail and rental of sports material",Sports
"77221","Verhuur en lease van machines, apparatuur en handgereedschap voor doe-het-zelvers","Retail, rental & repair of electronic consumer appliances",Retail
"77222",Verhuur en lease van televisietoestellen en andere audio- en videoapparatuur,Event management & services,Arts & events
"80010",Opsporings- en particuliere beveiligingsdiensten,Physical security services,Property management
"77223","Verhuur en lease van vaat- en glaswerk, keuken- en tafelgerei, elektrische huishoudapparaten en andere huishoudelijke benodigdheden","Retail, rental & repair of non-electronic consumer goods",Retail
"77224","Verhuur en lease van textiel, kleding, sieraden en schoeisel","Retail of shoes, cloths & accessories",Retail
"77225",Verhuur en lease van medisch en paramedisch materieel,Medical supplies,Healthcare
"77226",Verhuur en lease van bloemen en planten,Other Business Services,Business services
"77229","Verhuur en lease van andere huishoudelijke of persoonlijke artikelen, n.e.g.","Retail, rental & repair of non-electronic consumer goods",Retail
"77310",Verhuur en lease van landbouwmachines en -werktuigen,Supporting services or goods for agriculture,Agriculture
"77320",Verhuur en lease van machines en installaties voor de bouwnijverheid en de weg- en waterbouw,Construction machine rental & leasing,Construction
"77330","Verhuur en lease van kantoormachines, inclusief computers",Office supplies,Business services
"77340",Verhuur en lease van transportmiddelen voor vervoer over water,Other transport & logistics,Transport & logistics
"77350",Verhuur en lease van luchtvaartuigen,Other transport & logistics,Transport & logistics
"77391","Verhuur en lease van speel-, amusement-, en verkoopautomaten",Other,Other
"77392",Verhuur en lease van tenten,Event management & services,Arts & events
"77393",Verhuur en lease van caravans,Vehicle rental & leasing,Automotive
"77394",Verhuur en lease van woon- en bureelcontainers en dergelijke accommodatie,Other,Other
"77399",Verhuur en lease van andere machines en werktuigen en andere materiële goederen,Vehicle rental & leasing,Automotive
"77400","Lease van intellectuele eigendom en vergelijkbare producten, met uitzondering van werken onder auteursrecht",Other,Other
"77510","Bemiddeling in verband met verhuur en leasing van auto’s, campers en aanhangwagens",Vehicle rental & leasing,Automotive
"77520",Bemiddeling in verband met verhuur en leasing van andere materiële goederen en niet-financiële immateriële activa,Vehicle rental & leasing,Automotive
"78100",Arbeidsbemiddeling,Human Resources,Business services
"78200",Activiteiten van uitzendbureaus en andere diensten in verband met personeelsvoorziening,Human Resources,Business services
"79110",Activiteiten van reisbureaus,Touristic services,Hospitality
"79120",Activiteiten van reisorganisatoren,Touristic services,Hospitality
"79901",Activiteiten van toeristische informatiediensten,Touristic services,Hospitality
"81100",Diverse ondersteunende activiteiten ten behoeve van voorzieningen,Other,Other
"81210",Algemene reiniging van gebouwen,Cleaning services,Property management
"81220",Overige reiniging van gebouwen; industriële reiniging,Construction maintenance,Construction
"81230",Andere reinigingsactiviteiten,Cleaning services,Property management
"81300",Landschapsverzorging,Landscaping works,Landscaping
"82100",Administratieve en ondersteunende activiteiten ten behoeve van kantoren,Administration services,Business services
"82200",Activiteiten van callcenters,Other Business Services,Business services
"82300",Organisatie van congressen en beurzen,Event management & services,Arts & events
"82400","Bemiddelingsactiviteiten in verband met zakelijke dienstverlening, n.e.g.",Touristic services,Hospitality
"82910",Activiteiten van incasso- en kredietbureaus,Other financial services,Financial services
"82920",Activiteiten van verpakkingsbedrijven,Other industry,Industry
"82990","Overige zakelijke dienstverlening, n.e.g.",Business Consulting Services,Business services
"84111",Federale overheid,Management,Public sector
"84112",Overheden van gemeenschappen en gewesten,Management,Public sector
"84113",Provinciale overheid,Management,Public sector
"84114","Gemeentelijke overheid, met uitzondering van het O.C.M.W",Management,Public sector
"84115",Openbare Centra voor Maatschappelijk Welzijn (O.C.M.W.),Management,Public sector
"84119",Overig algemeen overheidsbestuur,Management,Public sector
"84120","Openbaar bestuur op het gebied gezondheidszorg, onderwijs, culturele diensten en andere sociale diensten",Management,Public sector
"84130",Openbaar bestuur op het gebied van het bedrijfsleven; stimuleren van het bedrijfsleven,Management,Public sector
"84210",Buitenlandse zaken,Other public sector,Public sector
"84220",Defensie,Other public sector,Public sector
"84231",Rechtbanken,Other public sector,Public sector
"84232",Strafinrichtingen,Other public sector,Public sector
"84239",Overige activiteiten met betrekking tot justitie,Other public sector,Public sector
"84241",Federale Politie,Other public sector,Public sector
"84242",Lokale Politie,Other public sector,Public sector
"84249",Overige openbare orde en civiele veiligheid,Other public sector,Public sector
"84250",Brandweer,Other public sector,Public sector
"84301","Verplichte sociale verzekeringen, met uitzondering van ziekenfondsen",Other public sector,Public sector
"84302",Ziekenfondsen en zorgkassen,Management,Public sector
"84309",Overige instellingen van de sociale zekerheid,Management,Public sector
"85101",Gewoon kleuteronderwijs ingericht door de Gemeenschappen,Schools and other education,Public sector
"85102",Provinciaal gesubsidieerd gewoon kleuteronderwijs,Schools and other education,Public sector
"85103",Gemeentelijk gesubsidieerd gewoon kleuteronderwijs,Schools and other education,Public sector
"85104",Vrij gesubsidieerd gewoon kleuteronderwijs,Schools and other education,Public sector
"85105",Buitengewoon officieel kleuteronderwijs,Schools and other education,Public sector
"85106",Vrij gesubsidieerd buitengewoon kleuteronderwijs,Schools and other education,Public sector
"85109","Gewoon kleuteronderwijs, n.e.g.",Schools and other education,Public sector
"85201",Gewoon lager onderwijs ingericht door de Gemeenschappen,Schools and other education,Public sector
"85202",Provinciaal gesubsidieerd gewoon lager onderwijs,Schools and other education,Public sector
"85203",Gemeentelijk gesubsidieerd gewoon lager onderwijs,Schools and other education,Public sector
"85204",Vrij gesubsidieerd gewoon lager onderwijs,Schools and other education,Public sector
"85205",Buitengewoon officieel lager onderwijs,Schools and other education,Public sector
"85206",Vrij gesubsidieerd buitengewoon lager onderwijs,Schools and other education,Public sector
"85207",Alfabetiseringsprogramma's ten behoeve van volwassenen,Schools and other education,Public sector
"85209","Gewoon lager onderwijs, n.e.g",Schools and other education,Public sector
"85311",Gewoon algemeen secundair onderwijs ingericht door de Gemeenschappen,Schools and other education,Public sector
"85312",Provinciaal gesubsidieerd gewoon algemeen secundair onderwijs,Schools and other education,Public sector
"85313",Gemeentelijk gesubsidieerd gewoon algemeen secundair onderwijs,Schools and other education,Public sector
"85314",Vrij gesubsidieerd gewoon algemeen secundair onderwijs,Schools and other education,Public sector
"85319","Gewoon algemeen secundair onderwijs, n.e.g.",Schools and other education,Public sector
"85321",Gewoon technisch en beroepssecundair onderwijs ingericht door de Gemeenschappen,Schools and other education,Public sector
"85322",Provinciaal gesubsidieerd gewoon technisch en beroepssecundair onderwijs,Schools and other education,Public sector
"85323",Gemeentelijk gesubsidieerd gewoon technisch en beroepssecundair onderwijs,Schools and other education,Public sector
"85324",Vrij gesubsidieerd gewoon technisch en beroepssecundair onderwijs,Schools and other education,Public sector
"85325",Buitengewoon officieel secundair onderwijs,Schools and other education,Public sector
"85326",Vrij gesubsidieerd buitengewoon secundair onderwijs,Schools and other education,Public sector
"85329","Technisch, beroeps- en buitengewoon secundair onderwijs, n.e.g.",Schools and other education,Public sector
"85330",Postsecundair niet-hoger onderwijs,Schools and other education,Public sector
"85401",Officieel hoger onderwijs,Schools and other education,Public sector
"85402",Vrij gesubsidieerd hoger onderwijs,Schools and other education,Public sector
"85409","Hoger onderwijs, n.e.g.",Schools and other education,Public sector
"85510",Sport- en recreatieonderwijs,Schools and other education,Public sector
"85520",Cultureel onderwijs,Schools and other education,Public sector
"85531",Activiteiten van auto- en motorrijscholen,Other automotive,Automotive
"85532",Vlieg- en vaaronderricht,Other transport & logistics,Transport & logistics
"85591",Onderwijs voor sociale promotie,Schools and other education,Public sector
"85592",Beroepsopleiding,Schools and other education,Public sector
"85593",Sociaal-cultureel vormingswerk,Other public sector,Public sector
"85599",Overige vormen van onderwijs,Schools and other education,Public sector
"85610",Bemiddeling op het gebied van academische ondersteuning en studiebegeleiding,Schools and other education,Public sector
"85691",Activiteiten van Centra voor Leerlingbegeleiding (C.L.B.),Schools and other education,Public sector
"85699",Overige onderwijsondersteunende dienstverlening,Schools and other education,Public sector
"86101","Activiteiten van algemene ziekenhuizen, m.u.v. geriatrische en gespecialiseerde ziekenhuizen",Healthcare,Public sector
"86102",Activiteiten van geriatrische ziekenhuizen,Healthcare,Public sector
"86103",Activiteiten van gespecialiseerde ziekenhuizen,Healthcare,Public sector
"86104",Activiteiten van psychiatrische ziekenhuizen,Healthcare,Public sector
"86109",Overige hospitalisatiediensten,Healthcare,Public sector
"86210",Activiteiten van huisartspraktijken,General Medical Practice,Healthcare
"86220",Activiteiten van medisch specialisten,Specialist Medical Practice,Healthcare
"86230",Activiteiten van tandartspraktijken,Dental Practices,Healthcare
"86910",Activiteiten van medische beeldvorming en medische laboratoria,Other healthcare,Healthcare
"86920",Patiëntenvervoer per ambulance,Healthcare,Public sector
"86931",Activiteiten op het gebied van psychologie,Psychologists,Healthcare
"86932",Activiteiten op het gebied van psychotherapie,Psychologists,Healthcare
"86933",Activiteiten van centra voor geestelijke gezondheidszorg,Nursing institutions,Healthcare
"86992","Activiteiten van bloedtransfusiecentra, bloedbanken, spermabanken, organenbanken en dergelijke",Other healthcare,Healthcare
"87101",Rust- en verzorgingstehuizen (R.V.T.),Elderly care,Healthcare
"87205",Activiteiten van beschut wonen voor personen met psychiatrische problemen,Other healthcare,Healthcare
"86952",Activiteiten op het gebied van ergotherapie,Physiotherapists,Healthcare
"86962",Activiteiten op het gebied van chiropraxie,Physiotherapists,Healthcare
"87109",Overige verpleeginstellingen met huisvesting,Nursing institutions,Healthcare
"87204",Instellingen met huisvesting voor drugs- en alcoholverslaafden,Nursing institutions,Healthcare
"87203",Instellingen met huisvesting voor personen met psychiatrische problemen,Nursing institutions,Healthcare
"87201",Instellingen met huisvesting voor minderjarigen met een mentale handicap,Nursing institutions,Healthcare
"87202",Instellingen met huisvesting voor volwassenen met een mentale handicap,Nursing institutions,Healthcare
"86995",Activiteiten op het gebied van voeding,Dietitians,Healthcare
"86959",Andere ambulante revalidatieactiviteiten,Other healthcare,Healthcare
"86961",Niet-conventionele therapeutische diensten,Other healthcare,Healthcare
"86963",Activiteiten op het gebied van osteopathie,Other healthcare,Healthcare
"86964",Activiteiten op het gebied van homeopathie,Other healthcare,Healthcare
"86965",Activiteiten op het gebied van acupunctuur,Other healthcare,Healthcare
"86970","Bemiddelingsactiviteiten in verband met geneeskundige, tandheelkundige en andere diensten in verband met de menselijke gezondheid",Other healthcare,Healthcare
"86991","Activiteiten op het gebied van mondzorg, m.u.v. activiteiten van tandartspraktijken",Other healthcare,Healthcare
"86993",Activiteiten op het gebied van oogzorg,Other healthcare,Healthcare
"86994",Activiteiten op het gebied van voetzorg en -problematiek,Other healthcare,Healthcare
"86996",Activiteiten op het gebied van logopedie,Other healthcare,Healthcare
"86997","Activiteiten van shiatsu, thai massage , watsu, tuina qigong",Other healthcare,Healthcare
"86999","Overige activiteiten op het gebied van menselijke gezondheidszorg, n.e.g.",Other healthcare,Healthcare
"87301",Rusthuizen voor ouderen (R.O.B.),Elderly care,Healthcare
"87302",Serviceflats voor ouderen,Elderly care,Healthcare
"87910",Bemiddelingsactiviteiten in verband met residentiële zorg,Other healthcare,Healthcare
"87992",Algemeen welzijnswerk met huisvesting,Other,Other
"87999","Overige maatschappelijke dienstverlening met huisvesting, n.e.g.",Other healthcare,Healthcare
"88101","Activiteiten van bejaardenzorg aan huis, m.u.v. (thuis)verpleging",Elderly care,Healthcare
"88102",Activiteiten van dag- en dienstencentra voor ouderen,Elderly care,Healthcare
"88103","Activiteiten van dagcentra voor minderjarigen met een lichamelijke handicap, met inbegrip van ambulante hulpverlening",Other healthcare,Healthcare
"88104","Activiteiten van dagcentra voor volwassenen met een lichamelijke handicap, met inbegrip van ambulante hulpverlening",Other healthcare,Healthcare
"88105","Activiteiten van dagcentra voor minderjarigen met een mentale handicap, met inbegrip van ambulante hulpverlening",Other healthcare,Healthcare
"88106","Activiteiten van dagcentra voor volwassenen met een mentale handicap, met inbegrip van ambulante hulpverlening",Other healthcare,Healthcare
"88109",Overige maatschappelijke dienstverlening zonder huisvesting voor ouderen of personen met een handicap,Other healthcare,Healthcare
"88911",Kinderdagverblijven en crèches,Child daycare,Personal care & services
"88912",Kinderopvang door onthaalouders,Child daycare,Personal care & services
"88919",Overige activiteiten met betrekking tot kinderopvang,Child daycare,Personal care & services
"88991",Ambulante hulpverlening aan drugs- en alcoholverslaafden,Other healthcare,Healthcare
"88993",Beschutte en sociale werkplaatsen,Other healthcare,Healthcare
"88994",Algemeen welzijnswerk zonder huisvesting,Other healthcare,Healthcare
"87304",Instellingen met huisvesting voor volwassenen met een lichamelijke handicap,Nursing institutions,Healthcare
"87309","Instellingen met huisvesting voor ouderen en voor personen met een lichamelijke handicap, n.e.g.",Nursing institutions,Healthcare
"87991",Integrale jeugdhulp met huisvesting,Nursing institutions,Healthcare
"88992",Integrale jeugdhulp zonder huisvesting,Nursing institutions,Healthcare
"88999","Andere vormen van maatschappelijke dienstverlening zonder huisvesting, n.e.g.",Other healthcare,Healthcare
"90111",Literaire creatie,Art & cultural activities,Arts & events
"90112",Compositie van muziek,Art & cultural activities,Arts & events
"90120",Creatie van beeldende kunsten,Art & cultural activities,Arts & events
"90130",Andere vormen van creatie van kunst,Art & cultural activities,Arts & events
"90201",Beoefening van uitvoerende kunsten door zelfstandig werkende artiesten,Art & cultural performances,Media
"90202",Beoefening van uitvoerende kunsten door artistieke ensembles,Art & cultural performances,Media
"90311","Exploitatie van schouwburgen, concertzalen en dergelijke",Art & cultural activities,Arts & events
"90312",Exploitatie van culturele centra en multifunctionele zalen ten behoeve van culturele activiteiten,Event management & services,Arts & events
"90391",Promotie en organisatie van scheppende en uitvoerende kunstevenementen,Art & cultural performances,Media
"90392",Ontwerp en bouw van podia en decors,Event management & services,Arts & events
"90393","Gespecialiseerde beeld-, verlichtings- en geluidstechnieken",Event management & services,Arts & events
"90399","Andere ondersteunende activiteiten voor scheppende en uitvoerende kunst, n.e.g.",Event management & services,Arts & events
"91110",Activiteiten van bibliotheken,Other public sector,Public sector
"91120",Activiteiten van archieven,Other public sector,Public sector
"91210",Activiteiten van musea en collecties,Touristic services,Hospitality
"91220",Activiteiten van historische locaties en monumenten,Touristic services,Hospitality
"91300","Instandhouding, restauratie en andere ondersteunende activiteiten voor cultureel erfgoed",Touristic services,Hospitality
"91410",Activiteiten van botanische tuinen en dierentuinen,Other public sector,Public sector
"91420",Beheer en instandhouding van natuurreservaten,Management,Public sector
"92000",Activiteiten van loterijen en kansspelen,Other,Other
"93110",Exploitatie van sportaccommodaties,Fitness & other sport facilities,Sports
"93121",Activiteiten van voetbalclubs,Sports club,Sports
"93122",Activiteiten van tennisclubs,Sports club,Sports
"93123",Activiteiten van overige balsportclubs,Sports club,Sports
"93124",Activiteiten van wielerclubs,Sports club,Sports
"93125",Activiteiten van vechtsportclubs,Sports club,Sports
"93126",Activiteiten van watersportclubs,Sports club,Sports
"93127",Activiteiten van paardensportclubs,Sports club,Sports
"93128",Activiteiten van atletiekclubs,Sports club,Sports
"93129",Activiteiten van overige sportclubs,Sports club,Sports
"93130",Activiteiten van fitnesscentra,Fitness & other sport facilities,Sports
"93191",Activiteiten van sportbonden en -federaties,Sports club,Sports
"93192",Activiteiten van zelfstandig werkende sportbeoefenaars,Other sports,Sports
"93199","Overige sportactiviteiten, n.e.g.",Other sports,Sports
"93210",Activiteiten van pret- en themaparken,Leissure services,Hospitality
"93291",Exploitatie van kermisattracties,Leissure services,Hospitality
"93292",Exploitatie van snooker- en biljartzalen,Fitness & other sport facilities,Sports
"93293",Exploitatie van recreatiedomeinen,Fitness & other sport facilities,Sports
"93299","Overige recreatie- en ontspanningsactiviteiten, n.e.g.",Leissure services,Hospitality
"94110",Activiteiten van bedrijfs- en werkgeversorganisaties,Professional & other associations,Other
"94120",Activiteiten van beroepsorganisaties,Professional & other associations,Other
"94200",Activiteiten van vakbonden,Professional & other associations,Other
"94910",Activiteiten van religieuze organisaties,Professional & other associations,Other
"94920",Activiteiten van politieke organisaties,Professional & other associations,Other
"94991",Verenigingen op het vlak van jeugdwerk,Professional & other associations,Other
"94992",Verenigingen en bewegingen voor volwassenen,Professional & other associations,Other
"94993",Verenigingen op het vlak van ziektepreventie en gezondheidsbevordering,Professional & other associations,Other
"94994",Verenigingen op het vlak van milieu en mobiliteit,Professional & other associations,Other
"94995",Verenigingen op het vlak van ontwikkelingssamenwerking,Professional & other associations,Other
"94999","Overige verenigingen, n.e.g.",Professional & other associations,Other
"95100",Reparatie en onderhoud van computers en communicatieapparatuur,"Retail, repair and maintenance of ICT equipment",ICT
"95210",Reparatie en onderhoud van consumentenelektronica,"Retail, rental & repair of electronic consumer appliances",Retail
"95220",Reparatie en onderhoud van huishoudapparaten en van werktuigen voor gebruik in huis en tuin,"Retail, rental & repair of electronic consumer appliances",Retail
"95230",Reparatie en onderhoud van schoeisel en lederwaren,Production of cloths & shoes,Textile
"95240",Reparatie en onderhoud van meubelen en stoffering,Furniture production & repair,Furniture & decoration
"95250",Reparatie en onderhoud van uurwerken en sieraden,Jewelry,Luxury
"95290","Reparatie en onderhoud van consumentenartikelen, n.e.g.","Retail, rental & repair of non-electronic consumer goods",Retail
"95311","Algemeen onderhoud en reparatie van auto's en lichte bestelwagens (<= 3,5 ton)",Technical vehicle maintenance,Automotive
"95312","Algemeen onderhoud en reparatie van overige motorvoertuigen (> 3,5 ton)",Technical vehicle maintenance,Automotive
"95313",Reparatie en montage van specifieke auto-onderdelen,Technical vehicle maintenance,Automotive
"95314",Carrosserieherstelling (inclusief spuiten en verven),Technical vehicle maintenance,Automotive
"95315",Bandenservicebedrijven,Technical vehicle maintenance,Automotive
"95316",Wassen en poetsen van motorvoertuigen,Non-technical vehicle maintenance,Automotive
"95319","Onderhoud en reparatie van motorvoertuigen, n.e.g.",Technical vehicle maintenance,Automotive
"95320",Reparatie en onderhoud van motorfietsen,Technical vehicle maintenance,Automotive
"95400","Bemiddelingsactiviteiten in verband met reparatie en onderhoud van computers, consumentenartikelen, motorvoertuigen en motorfietsen","Retail, repair and maintenance of ICT equipment",ICT
"96101",Activiteiten van industriële wasserijen,Other,Other
"96102",Activiteiten van wasserettes en wassalons ten behoeve van particulieren,Other,Other
"96210",Kappers- en barbiersactiviteiten,Hairdressing practises,Personal care & services
"96220",Schoonheidsverzorging en andere schoonheidsbehandelingen,Beauty treatment,Personal care & services
"96230","Activiteiten van kuuroorden, sauna’s en stoombaden",Spas,Personal care & services
"96301",Uitvaartverzorging,Funeral services,Personal care & services
"96302",Beheer van kerkhoven en activiteiten van crematoria,Other public sector,Public sector
"96400",Bemiddelingsactiviteiten op het gebied van persoonlijke dienstverlening,Other personal care,Personal care & services
"96910",Huishoudelijke persoonlijke dienstverlening,Cleaning services,Property management
"96991",Contactbemiddelingsbureaus en dergelijke,Other personal care,Personal care & services
"96992",Plaatsen van tatoeages en piercings,Other personal care,Personal care & services
"96993","Diensten in verband met de verzorging van huisdieren, m.u.v. veterinaire diensten",Other Animal Care,Animal care
"96994",Africhten van huisdieren,Other Animal Care,Animal care
"96995",Pensions voor huisdieren,Other Animal Care,Animal care
"96999",Overige persoonlijke diensten,Other personal care,Personal care & services
"97000",Activiteiten van huishoudens als werkgever van huishoudelijk personeel,Other,Other
"98100",Niet-gedifferentieerde productie van goederen door particuliere huishoudens voor eigen gebruik,Other,Other
"98200",Niet-gedifferentieerde productie van diensten door particuliere huishoudens voor eigen gebruik,Other,Other
"99000",Activiteiten van extraterritoriale organisaties en instanties,Other,Other
